���Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
RF,Fertilizers,2,Afghanistan,5157,Consumption,310230,Ammonium nitrate,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310230,Ammonium nitrate,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310230,Ammonium nitrate,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310230,Ammonium nitrate,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310240,Calcium ammonium nitrate,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310280,Urea and ammonium nitrate solutions,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310310,Superphosphate,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310420,Potassium chloride (Muriate of potash),2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310430,Potassium sulphate,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310500,Other NP compounds,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310510,NPK complex <=10kg,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310520,NPK complex >10kg,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310530,Diammonium phosphate (DAP),2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310540,Monoammonium phosphate (MAP),2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310551,Other nitrogen & phosphates compounds,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310559,Other nitrogen & phosphorus compounds,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310560,PK compounds,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2002,17900,Fb,Data obtained as a balance
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2003,33200,Fb,Data obtained as a balance
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2004,47700,Fb,Data obtained as a balance
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2008,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,310610,NPK complex,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031010,Superphosphate above 35%,2012,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2002,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2003,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2004,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2005,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2006,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2007,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2008,0,NR,Not reported by country
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2009,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2010,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2011,0,NV,Not available
RF,Fertilizers,2,Afghanistan,5157,Consumption,31031090,Superphosphate other,2012,0,NV,Not available
RF,Fertilizers,3,Albania,5157,Consumption,283421,Potassium nitrate,2002,0,NV,Not available
RF,Fertilizers,3,Albania,5157,Consumption,283421,Potassium nitrate,2003,0,NV,Not available
RF,Fertilizers,3,Albania,5157,Consumption,283421,Potassium nitrate,2004,0,NV,Not available
RF,Fertilizers,3,Albania,5157,Consumption,283421,Potassium nitrate,2005,9,Fb,Data obtained as a balance
